market_slug,ticker,earnings_date,eps_type,accounting_basis,eps_target,actual_eps,consensus_mean,beat_prob_last,sigma,implied_eps_t,implied_eps_ecdf
rddt-quarterly-earnings-gaap-eps-02-05-2026-0pt93,RDDT,2026-02-05,gaap,GAAP,0.93,2.62,0.94,0.9345154710651207,0.6631454627469786,2.19,1.71
rddt-quarterly-earnings-gaap-eps-10-30-2025-0pt51,RDDT,2025-10-30,gaap,GAAP,0.51,0.8,0.51,0.9949999999999999,0.709349467235062,3.78,1.99
real-quarterly-earnings-nongaap-eps-11-10-2025-neg0pt06,REAL,2025-11-10,nongaap,Non-GAAP,-0.06,-0.04,-0.06,0.8037328468135297,0.02998737107921307,-0.03,-0.07
rh-quarterly-earnings-nongaap-eps-12-11-2025-2pt16,RH,2025-12-11,nongaap,Non-GAAP,2.16,1.71,2.16,0.550212397474588,0.7612723599741462,2.26,2.43
rl-quarterly-earnings-nongaap-eps-02-05-2026-5pt78,RL,2026-02-05,nongaap,Non-GAAP,5.78,6.22,5.78,0.9051706957084386,0.15459379814288288,6.02,5.6
rl-quarterly-earnings-nongaap-eps-11-06-2025-3pt45,RL,2025-11-06,nongaap,Non-GAAP,3.45,3.79,3.43,0.9014042156601476,0.158752236920532,3.7,3.27
roku-quarterly-earnings-gaap-eps-02-12-2026-0pt28,ROKU,2026-02-12,gaap,GAAP,0.28,0.59,0.27,0.7835521476273979,0.20011171122574756,0.45,0.21
roku-quarterly-earnings-gaap-eps-10-30-2025-0pt08,ROKU,2025-10-30,gaap,GAAP,0.08,0.16,0.09,0.999,0.20423360065465146,1.55,0.41
rum-quarterly-earnings-gaap-eps-11-12-2025-neg0pt06,RUM,2025-11-12,gaap,GAAP,-0.06,-0.06,-0.06,0.421259671686826,0.30197707117453715,-0.12,-0.06
sam-quarterly-earnings-gaap-eps-10-23-2025-3pt61,SAM,2025-10-23,gaap,GAAP,3.61,4.25,3.48,0.45878288190913724,1.3762874963928404,3.46,4.06
sbux-quarterly-earnings-gaap-eps-01-28-2026-0pt58,SBUX,2026-01-28,gaap,GAAP,0.58,0.26,0.58,0.32625840083306984,0.1776786339707084,0.49,0.58
sbux-quarterly-earnings-gaap-eps-10-29-2025-0pt51,SBUX,2025-10-29,gaap,GAAP,0.51,1.63,0.61,0.291590940034004,0.12693054650620408,0.43,0.5
schw-quarterly-earnings-nongaap-eps-01-21-2026-1pt36,SCHW,2026-01-21,nongaap,Non-GAAP,1.36,4.87,1.39,0.9334189812111308,0.04440686542607682,1.44,1.38
schw-quarterly-earnings-nongaap-eps-2025-10-16-1pt21,SCHW,2025-10-16,nongaap,Non-GAAP,1.21,1.31,1.21,0.9939290732476103,0.03854159500402836,1.38,1.24
sg-quarterly-earnings-gaap-eps-11-06-2025-neg0pt17,SG,2025-11-06,gaap,GAAP,-0.17,-0.31,-0.17,0.39135806564728076,0.043134743080329815,-0.18,-0.16
shak-quarterly-earnings-nongaap-eps-10-30-2025-0pt31,SHAK,2025-10-30,nongaap,Non-GAAP,0.31,0.36,0.32,0.8206142706293562,0.03528026317499587,0.35,0.29
shop-quarterly-earnings-gaap-eps-11-04-2025-0pt25,SHOP,2025-11-04,gaap,GAAP,0.25,0.2,0.28,0.9401331434854564,0.44627753289140193,1.13,0.84
smtc-quarterly-earnings-nongaap-eps-11-24-2025-0pt45,SMTC,2025-11-24,nongaap,Non-GAAP,0.45,0.48,0.45,0.9989985835945744,0.05230302152463145,0.83,0.48
sndk-quarterly-earnings-nongaap-eps-11-06-2025-0pt88,SNDK,2025-11-06,nongaap,Non-GAAP,0.88,1.22,0.89,0.9420123459240618,,,
snex-quarterly-earnings-gaap-eps-11-18-2025-1pt56,SNEX,2025-11-18,gaap,GAAP,1.56,5.89,1.6,0.9966373629989497,0.2257328755158726,2.72,1.74
snow-quarterly-earnings-nongaap-eps-12-03-2025-0pt31,SNOW,2025-12-03,nongaap,Non-GAAP,0.31,0.35,0.31,0.8965478343923815,0.056104610084442,0.39,0.29
sono-quarterly-earnings-nongaap-eps-11-05-2025-0pt05,SONO,2025-11-05,nongaap,Non-GAAP,0.05,-0.51,-0.24,0.5634605301484352,0.1470389558771911,0.08,0.08
spgi-quarterly-earnings-nongaap-eps-02-10-2026-4pt33,SPGI,2026-02-10,nongaap,Non-GAAP,4.33,17.83,4.31,0.8740699683822325,0.14822944949290517,4.53,4.34
spgi-quarterly-earnings-nongaap-eps-10-30-2025-4pt41,SPGI,2025-10-30,nongaap,Non-GAAP,4.41,4.73,4.38,0.8499999413793203,0.14366153404316817,4.58,4.37
sstk-quarterly-earnings-nongaap-eps-11-04-2025-1pt15,SSTK,2025-11-04,nongaap,Non-GAAP,1.15,0.99,1.3,0.004534100485580198,0.16177753149609403,0.38,0.71
stba-quarterly-earnings-gaap-eps-10-23-2025-0pt86,STBA,2025-10-23,gaap,GAAP,0.86,0.91,0.86,0.7351618150509304,0.058303282302737715,0.9,0.84
stt-quarterly-earnings-gaap-eps-01-16-2026-2pt67,STT,2026-01-16,gaap,GAAP,2.67,9.4,2.41,0.3000570052098574,0.1842675919811876,2.57,2.6
stt-quarterly-earnings-gaap-eps-2025-10-17-2pt58,STT,2025-10-17,gaap,GAAP,2.58,2.78,2.61,0.8635738297179529,0.17698998430830637,2.8,2.85
sun-quarterly-earnings-gaap-eps-02-17-2026-1pt62,SUN,2026-02-17,gaap,GAAP,1.62,2.28,1.7,0.17731215804044623,1.446205362083194,0.11,-0.11
sun-quarterly-earnings-gaap-eps-11-05-2025-1pt37,SUN,2025-11-05,gaap,GAAP,1.37,0.64,1.78,0.3640440381902413,1.3969556220310804,0.85,1.05
syy-quarterly-earnings-nongaap-eps-10-28-2025-1pt12,SYY,2025-10-28,nongaap,Non-GAAP,1.12,1.15,1.12,0.7050405941277339,0.04706539615419711,1.15,1.14
t-quarterly-earnings-nongaap-eps-01-28-2026-0pt47,T,2026-01-28,nongaap,Non-GAAP,0.47,2.12,0.46,0.7127654652276801,0.01729862492345634,0.48,0.46
t-quarterly-earnings-nongaap-eps-10-22-2025-0pt54,T,2025-10-22,nongaap,Non-GAAP,0.54,0.54,0.53,0.7470498309812955,0.017888543819998336,0.55,0.53
tdoc-quarterly-earnings-gaap-eps-10-29-2025-neg0pt26,TDOC,2025-10-29,gaap,GAAP,-0.26,-0.28,-0.26,0.5912154437710616,6.723437446295045,1.4,-0.23
tfx-quarterly-earnings-nongaap-eps-11-06-2025-3pt38,TFX,2025-11-06,nongaap,Non-GAAP,3.38,3.67,3.38,0.854958072173905,0.11336452333739666,3.52,3.32
tgt-quarterly-earnings-nongaap-eps-11-19-2025-1pt73,TGT,2025-11-19,nongaap,Non-GAAP,1.73,1.78,1.76,0.5128590954906936,0.4054505537240657,1.74,1.54
tko-quarterly-earnings-gaap-eps-11-05-2025-0pt52,TKO,2025-11-05,gaap,GAAP,0.52,0.47,0.72,0.4134435234274829,0.5233950938272389,0.4,0.7
tmus-quarterly-earnings-gaap-eps-02-11-2026-2pt07,TMUS,2026-02-11,gaap,GAAP,2.07,9.72,2.05,0.28337265295495495,0.1359144115711328,1.99,1.89
tmus-quarterly-earnings-gaap-eps-10-23-2025-2pt4,TMUS,2025-10-23,gaap,GAAP,2.4,2.41,2.41,0.7563917274668762,0.14856893104793908,2.51,2.33
tost-quarterly-earnings-gaap-eps-02-12-2026-0pt12,TOST,2026-02-12,gaap,GAAP,0.12,0.56,0.13,0.697025538083854,0.03396745322787505,0.14,0.12
tost-quarterly-earnings-gaap-eps-11-04-2025-0pt12,TOST,2025-11-04,gaap,GAAP,0.12,0.16,0.15,0.787019001846818,0.03800916954758377,0.15,0.14
tpg-quarterly-earnings-gaap-eps-02-09-2026-0pt68,TPG,2026-02-09,gaap,GAAP,0.68,0.45,1.72,0.02979969817600155,0.4885438409656339,-0.59,1.52
trip-quarterly-earnings-nongaap-eps-02-12-2026-0pt13,TRIP,2026-02-12,nongaap,Non-GAAP,0.13,1.27,0.15,0.8093471798871097,0.05124953806148062,0.18,0.13
trip-quarterly-earnings-nongaap-eps-11-06-2025-0pt55,TRIP,2025-11-06,nongaap,Non-GAAP,0.55,0.65,0.56,0.8444094055787796,0.07051756712144337,0.63,0.54
